,Age
1514,35-44 years old
1515,25-34 years old
1516,35-44 years old
1517,25-34 years old
1518,18-24 years old
1519,35-44 years old
1520,25-34 years old
1521,35-44 years old
1522,25-34 years old
1523,18-24 years old
1524,45-54 years old
1525,25-34 years old
1526,35-44 years old
1527,25-34 years old
1528,18-24 years old
1529,18-24 years old
1530,25-34 years old
1531,25-34 years old
1532,45-54 years old
1533,18-24 years old
1534,18-24 years old
1535,25-34 years old
1536,18-24 years old
1537,25-34 years old
1538,45-54 years old
1539,18-24 years old
1540,25-34 years old
1541,25-34 years old
1542,18-24 years old
1543,25-34 years old
1544,25-34 years old
1545,25-34 years old
1546,35-44 years old
1547,25-34 years old
1548,35-44 years old
1549,35-44 years old
1550,25-34 years old
1551,25-34 years old
1552,25-34 years old
1553,Under 18 years old
1554,Under 18 years old
1555,18-24 years old
1556,25-34 years old
1557,25-34 years old
1558,18-24 years old
1559,35-44 years old
1560,18-24 years old
1561,35-44 years old
1562,45-54 years old
1563,18-24 years old
1564,18-24 years old
1565,25-34 years old
1566,18-24 years old
1567,25-34 years old
1568,35-44 years old
1569,Prefer not to say
1570,18-24 years old
1571,18-24 years old
1572,45-54 years old
1573,55-64 years old
1574,25-34 years old
1575,35-44 years old
1576,18-24 years old
1577,25-34 years old
1578,55-64 years old
1579,25-34 years old
1580,25-34 years old
1581,18-24 years old
1582,25-34 years old
1583,25-34 years old
1584,18-24 years old
1585,35-44 years old
1586,25-34 years old
1587,25-34 years old
1588,25-34 years old
1589,35-44 years old
1590,25-34 years old
1591,45-54 years old
1592,Prefer not to say
1593,25-34 years old
1594,35-44 years old
1595,55-64 years old
1596,18-24 years old
1597,45-54 years old
1598,Under 18 years old
1599,18-24 years old
1600,45-54 years old
1601,18-24 years old
1602,35-44 years old
1603,18-24 years old
1604,45-54 years old
1605,35-44 years old
1606,25-34 years old
1607,
1608,25-34 years old
1609,25-34 years old
1610,25-34 years old
1611,35-44 years old
1612,25-34 years old
1613,25-34 years old
1614,45-54 years old
1615,25-34 years old
1616,18-24 years old
1617,35-44 years old
1618,35-44 years old
1619,25-34 years old
1620,35-44 years old
1621,25-34 years old
1622,25-34 years old
1623,25-34 years old
1624,Under 18 years old
1625,Under 18 years old
1626,25-34 years old
1627,25-34 years old
1628,25-34 years old
1629,25-34 years old
1630,25-34 years old
1631,25-34 years old
1632,25-34 years old
1633,45-54 years old
1634,45-54 years old
1635,25-34 years old
1636,25-34 years old
1637,25-34 years old
1638,25-34 years old
1639,25-34 years old
1640,25-34 years old
1641,18-24 years old
1642,18-24 years old
1643,25-34 years old
1644,25-34 years old
1645,25-34 years old
1646,18-24 years old
1647,35-44 years old
1648,18-24 years old
1649,25-34 years old
1650,25-34 years old
1651,25-34 years old
1652,25-34 years old
1653,18-24 years old
1654,25-34 years old
1655,25-34 years old
1656,25-34 years old
1657,18-24 years old
1658,35-44 years old
1659,18-24 years old
1660,25-34 years old
1661,35-44 years old
1662,35-44 years old
1663,25-34 years old
1664,Under 18 years old
1665,18-24 years old
1666,Under 18 years old
1667,25-34 years old
1668,Under 18 years old
1669,25-34 years old
1670,25-34 years old
1671,25-34 years old
1672,25-34 years old
1673,35-44 years old
1674,45-54 years old
1675,35-44 years old
1676,18-24 years old
1677,55-64 years old
1678,
1679,25-34 years old
1680,35-44 years old
1681,35-44 years old
1682,55-64 years old
1683,35-44 years old
1684,25-34 years old
1685,18-24 years old
1686,25-34 years old
1687,25-34 years old
1688,35-44 years old
1689,18-24 years old
1690,18-24 years old
1691,18-24 years old
1692,25-34 years old
1693,25-34 years old
1694,25-34 years old
1695,25-34 years old
1696,18-24 years old
1697,25-34 years old
1698,25-34 years old
1699,35-44 years old
1700,18-24 years old
1701,Under 18 years old
1702,18-24 years old
1703,25-34 years old
1704,35-44 years old
1705,35-44 years old
1706,55-64 years old
1707,18-24 years old
1708,18-24 years old
1709,25-34 years old
1710,25-34 years old
1711,25-34 years old
1712,35-44 years old
1713,18-24 years old
1714,25-34 years old
1715,45-54 years old
1716,25-34 years old
1717,25-34 years old
1718,25-34 years old
1719,25-34 years old
1720,35-44 years old
1721,25-34 years old
1722,25-34 years old
1723,25-34 years old
1724,25-34 years old
1725,25-34 years old
1726,25-34 years old
1727,55-64 years old
1728,45-54 years old
1729,18-24 years old
1730,18-24 years old
1731,18-24 years old
1732,25-34 years old
1733,25-34 years old
1734,55-64 years old
1735,25-34 years old
1736,25-34 years old
1737,55-64 years old
1738,18-24 years old
1739,18-24 years old
1740,25-34 years old
1741,25-34 years old
1742,35-44 years old
1743,18-24 years old
1744,18-24 years old
1745,25-34 years old
1746,45-54 years old
1747,
1748,25-34 years old
1749,25-34 years old
1750,18-24 years old
1751,18-24 years old
1752,18-24 years old
1753,18-24 years old
1754,18-24 years old
1755,35-44 years old
1756,25-34 years old
1757,35-44 years old
1758,35-44 years old
1759,35-44 years old
1760,18-24 years old
1761,18-24 years old
1762,25-34 years old
1763,35-44 years old
1764,18-24 years old
1765,25-34 years old
1766,25-34 years old
1767,25-34 years old
1768,35-44 years old
1769,35-44 years old
1770,18-24 years old
1771,25-34 years old
1772,18-24 years old
1773,45-54 years old
1774,18-24 years old
1775,18-24 years old
1776,18-24 years old
1777,45-54 years old
1778,Under 18 years old
1779,25-34 years old
1780,25-34 years old
1781,18-24 years old
1782,25-34 years old
1783,25-34 years old
1784,35-44 years old
1785,35-44 years old
1786,25-34 years old
1787,25-34 years old
1788,25-34 years old
1789,25-34 years old
1790,Under 18 years old
1791,25-34 years old
1792,
1793,25-34 years old
1794,35-44 years old
1795,25-34 years old
1796,25-34 years old
1797,Under 18 years old
1798,35-44 years old
1799,25-34 years old
1800,25-34 years old
1801,35-44 years old
1802,25-34 years old
1803,18-24 years old
1804,35-44 years old
1805,Under 18 years old
1806,18-24 years old
1807,25-34 years old
1808,18-24 years old
1809,25-34 years old
1810,18-24 years old
1811,Under 18 years old
1812,45-54 years old
1813,18-24 years old
1814,Prefer not to say
1815,Under 18 years old
1816,35-44 years old
1817,25-34 years old
1818,35-44 years old
1819,18-24 years old
1820,25-34 years old
1821,35-44 years old
1822,18-24 years old
1823,25-34 years old
1824,25-34 years old
1825,25-34 years old
1826,18-24 years old
1827,18-24 years old
1828,45-54 years old
1829,25-34 years old
1830,18-24 years old
1831,25-34 years old
1832,Under 18 years old
1833,25-34 years old
1834,18-24 years old
1835,18-24 years old
1836,18-24 years old
1837,25-34 years old
1838,25-34 years old
1839,25-34 years old
1840,18-24 years old
1841,25-34 years old
1842,18-24 years old
1843,Under 18 years old
1844,18-24 years old
1845,25-34 years old
1846,18-24 years old
1847,25-34 years old
1848,45-54 years old
1849,25-34 years old
1850,25-34 years old
1851,25-34 years old
1852,25-34 years old
1853,35-44 years old
1854,25-34 years old
1855,25-34 years old
1856,35-44 years old
1857,35-44 years old
1858,25-34 years old
1859,25-34 years old
1860,25-34 years old
1861,25-34 years old
1862,45-54 years old
1863,18-24 years old
1864,25-34 years old
1865,18-24 years old
1866,18-24 years old
1867,25-34 years old
1868,Under 18 years old
1869,18-24 years old
1870,35-44 years old
1871,25-34 years old
1872,45-54 years old
1873,18-24 years old
1874,35-44 years old
1875,Prefer not to say
1876,Under 18 years old
1877,18-24 years old
1878,35-44 years old
1879,25-34 years old
1880,35-44 years old
1881,Under 18 years old
1882,35-44 years old
1883,Under 18 years old
1884,18-24 years old
1885,25-34 years old
1886,18-24 years old
1887,45-54 years old
1888,35-44 years old
1889,45-54 years old
1890,25-34 years old
1891,25-34 years old
1892,25-34 years old
1893,25-34 years old
1894,25-34 years old
1895,25-34 years old
1896,
1897,18-24 years old
1898,18-24 years old
1899,35-44 years old
1900,18-24 years old
1901,35-44 years old
1902,25-34 years old
1903,25-34 years old
1904,35-44 years old
1905,45-54 years old
1906,35-44 years old
1907,Under 18 years old
1908,25-34 years old
1909,25-34 years old
1910,35-44 years old
1911,35-44 years old
1912,25-34 years old
1913,Under 18 years old
1914,25-34 years old
1915,25-34 years old
1916,18-24 years old
1917,35-44 years old
1918,18-24 years old
1919,25-34 years old
1920,35-44 years old
1921,18-24 years old
1922,25-34 years old
1923,18-24 years old
1924,18-24 years old
1925,25-34 years old
1926,Under 18 years old
1927,35-44 years old
1928,18-24 years old
1929,25-34 years old
1930,25-34 years old
1931,Under 18 years old
1932,18-24 years old
1933,18-24 years old
1934,25-34 years old
1935,25-34 years old
1936,25-34 years old
1937,25-34 years old
1938,18-24 years old
1939,25-34 years old
1940,45-54 years old
1941,25-34 years old
1942,18-24 years old
1943,25-34 years old
1944,25-34 years old
1945,18-24 years old
1946,25-34 years old
1947,35-44 years old
1948,25-34 years old
1949,18-24 years old
1950,25-34 years old
1951,25-34 years old
1952,18-24 years old
1953,18-24 years old
1954,35-44 years old
1955,35-44 years old
1956,25-34 years old
1957,35-44 years old
1958,25-34 years old
1959,55-64 years old
1960,25-34 years old
1961,25-34 years old
1962,45-54 years old
1963,35-44 years old
1964,25-34 years old
1965,25-34 years old
1966,Under 18 years old
1967,35-44 years old
1968,18-24 years old
1969,18-24 years old
1970,35-44 years old
1971,35-44 years old
1972,18-24 years old
1973,25-34 years old
1974,25-34 years old
1975,18-24 years old
1976,18-24 years old
1977,25-34 years old
1978,25-34 years old
1979,25-34 years old
1980,18-24 years old
1981,25-34 years old
1982,
1983,25-34 years old
1984,35-44 years old
1985,25-34 years old
1986,35-44 years old
1987,25-34 years old
1988,25-34 years old
1989,18-24 years old
1990,18-24 years old
1991,25-34 years old
1992,25-34 years old
1993,25-34 years old
1994,35-44 years old
1995,25-34 years old
1996,18-24 years old
1997,25-34 years old
1998,25-34 years old
1999,18-24 years old
2000,35-44 years old
2001,25-34 years old
2002,Under 18 years old
2003,25-34 years old
2004,25-34 years old
2005,35-44 years old
2006,25-34 years old
2007,18-24 years old
2008,35-44 years old
2009,25-34 years old
2010,25-34 years old
2011,45-54 years old
2012,25-34 years old
2013,18-24 years old
2014,25-34 years old
2015,18-24 years old
2016,25-34 years old
2017,18-24 years old
2018,18-24 years old
2019,18-24 years old
2020,35-44 years old
2021,25-34 years old
2022,18-24 years old
2023,18-24 years old
2024,25-34 years old
2025,25-34 years old
2026,18-24 years old
2027,35-44 years old
2028,18-24 years old
2029,25-34 years old
2030,35-44 years old
2031,18-24 years old
2032,Under 18 years old
2033,Under 18 years old
2034,25-34 years old
2035,18-24 years old
2036,45-54 years old
2037,Under 18 years old
2038,25-34 years old
2039,55-64 years old
2040,25-34 years old
2041,25-34 years old
2042,35-44 years old
2043,35-44 years old
2044,45-54 years old
2045,25-34 years old
2046,35-44 years old
2047,18-24 years old
2048,25-34 years old
2049,18-24 years old
2050,25-34 years old
2051,35-44 years old
2052,25-34 years old
2053,45-54 years old
2054,18-24 years old
2055,18-24 years old
2056,45-54 years old
2057,25-34 years old
2058,25-34 years old
2059,25-34 years old
2060,18-24 years old
2061,25-34 years old
2062,25-34 years old
2063,25-34 years old
2064,
2065,35-44 years old
2066,
2067,25-34 years old
2068,25-34 years old
2069,25-34 years old
2070,18-24 years old
2071,25-34 years old
2072,25-34 years old
2073,25-34 years old
2074,25-34 years old
2075,35-44 years old
2076,35-44 years old
2077,18-24 years old
2078,55-64 years old
2079,18-24 years old
2080,
2081,45-54 years old
2082,18-24 years old
2083,18-24 years old
2084,18-24 years old
2085,Under 18 years old
2086,35-44 years old
2087,35-44 years old
2088,Under 18 years old
2089,18-24 years old
2090,18-24 years old
2091,25-34 years old
2092,18-24 years old
2093,25-34 years old
2094,45-54 years old
2095,
2096,25-34 years old
2097,25-34 years old
2098,Prefer not to say
2099,25-34 years old
2100,25-34 years old
2101,35-44 years old
2102,35-44 years old
2103,25-34 years old
2104,18-24 years old
2105,25-34 years old
2106,25-34 years old
2107,35-44 years old
2108,25-34 years old
2109,
2110,Under 18 years old
2111,18-24 years old
2112,25-34 years old
2113,18-24 years old
2114,18-24 years old
2115,35-44 years old
2116,18-24 years old
2117,18-24 years old
2118,18-24 years old
2119,35-44 years old
2120,25-34 years old
2121,25-34 years old
2122,25-34 years old
2123,25-34 years old
2124,25-34 years old
2125,18-24 years old
2126,25-34 years old
2127,35-44 years old
2128,25-34 years old
2129,Under 18 years old
2130,35-44 years old
2131,18-24 years old
2132,25-34 years old
2133,35-44 years old
2134,18-24 years old
2135,18-24 years old
2136,65 years or older
2137,18-24 years old
2138,35-44 years old
2139,25-34 years old
2140,35-44 years old
2141,35-44 years old
2142,25-34 years old
2143,35-44 years old
2144,Under 18 years old
2145,18-24 years old
2146,35-44 years old
2147,18-24 years old
2148,25-34 years old
2149,18-24 years old
2150,18-24 years old
2151,25-34 years old
2152,18-24 years old
2153,45-54 years old
2154,18-24 years old
2155,25-34 years old
2156,25-34 years old
2157,25-34 years old
2158,18-24 years old
2159,25-34 years old
2160,35-44 years old
2161,18-24 years old
2162,25-34 years old
2163,Under 18 years old
2164,25-34 years old
2165,18-24 years old
2166,35-44 years old
2167,18-24 years old
2168,18-24 years old
2169,25-34 years old
2170,25-34 years old
2171,45-54 years old
2172,
2173,35-44 years old
2174,35-44 years old
2175,35-44 years old
2176,25-34 years old
2177,35-44 years old
2178,25-34 years old
2179,45-54 years old
2180,18-24 years old
2181,25-34 years old
2182,18-24 years old
2183,35-44 years old
2184,18-24 years old
2185,25-34 years old
2186,18-24 years old
2187,18-24 years old
2188,18-24 years old
2189,45-54 years old
2190,25-34 years old
2191,25-34 years old
2192,18-24 years old
2193,25-34 years old
2194,18-24 years old
2195,25-34 years old
2196,25-34 years old
2197,25-34 years old
2198,25-34 years old
2199,35-44 years old
2200,25-34 years old
2201,45-54 years old
2202,18-24 years old
2203,45-54 years old
2204,18-24 years old
2205,
2206,18-24 years old
2207,25-34 years old
2208,35-44 years old
2209,25-34 years old
2210,25-34 years old
2211,25-34 years old
2212,35-44 years old
2213,18-24 years old
2214,18-24 years old
