,Country
1654,Sweden
1655,Netherlands
1656,Netherlands
1657,Hungary
1658,United States of America
1659,United States of America
1660,Germany
1661,United Kingdom of Great Britain and Northern Ireland
1662,Romania
1663,Brazil
1664,United Kingdom of Great Britain and Northern Ireland
1665,Canada
1666,United Kingdom of Great Britain and Northern Ireland
1667,Germany
1668,United States of America
1669,United States of America
1670,Italy
1671,Germany
1672,Canada
1673,United States of America
1674,Chile
1675,Denmark
1676,Poland
1677,India
1678,
1679,Germany
1680,Sweden
1681,United States of America
1682,United States of America
1683,Israel
1684,United States of America
1685,United Kingdom of Great Britain and Northern Ireland
1686,Canada
1687,United States of America
1688,Norway
1689,Poland
1690,Canada
1691,Belgium
1692,Portugal
1693,Austria
1694,Germany
1695,Germany
1696,Spain
1697,United States of America
1698,Brazil
1699,United States of America
1700,Denmark
1701,Ireland
1702,Egypt
1703,United States of America
1704,United States of America
1705,Germany
1706,United States of America
1707,United States of America
1708,United Kingdom of Great Britain and Northern Ireland
1709,Netherlands
1710,United States of America
1711,South Africa
1712,Maldives
1713,United Kingdom of Great Britain and Northern Ireland
1714,Germany
1715,Sweden
1716,Turkey
1717,Germany
1718,United States of America
1719,Norway
1720,France
1721,India
1722,United States of America
1723,Canada
1724,United States of America
1725,Hong Kong (S.A.R.)
1726,Norway
1727,United States of America
1728,United States of America
1729,Denmark
1730,United States of America
1731,Germany
1732,United Kingdom of Great Britain and Northern Ireland
1733,United Kingdom of Great Britain and Northern Ireland
1734,United States of America
1735,Canada
1736,Canada
1737,United States of America
1738,United States of America
1739,United States of America
1740,United States of America
1741,Canada
1742,Swaziland
1743,United States of America
1744,Hungary
1745,Germany
1746,United States of America
1747,
1748,United Kingdom of Great Britain and Northern Ireland
1749,United States of America
1750,Germany
1751,United States of America
1752,India
1753,Denmark
1754,France
1755,Germany
1756,United States of America
1757,Israel
1758,United States of America
1759,Canada
1760,Germany
1761,United States of America
1762,United Kingdom of Great Britain and Northern Ireland
1763,United States of America
1764,United States of America
1765,United States of America
1766,Sweden
1767,Italy
1768,United Kingdom of Great Britain and Northern Ireland
1769,Sweden
1770,Indonesia
1771,United States of America
1772,United States of America
1773,New Zealand
1774,Germany
1775,Ireland
1776,Greece
1777,United States of America
1778,Spain
1779,Canada
1780,United States of America
1781,Italy
1782,United States of America
1783,Sweden
1784,France
1785,United States of America
1786,Israel
1787,Slovenia
1788,United States of America
1789,Germany
1790,United States of America
1791,United States of America
1792,
1793,Russian Federation
1794,New Zealand
1795,United States of America
1796,United States of America
1797,United Kingdom of Great Britain and Northern Ireland
1798,United States of America
1799,United States of America
1800,United States of America
1801,Germany
1802,Czech Republic
1803,Poland
1804,Netherlands
1805,United States of America
1806,Belgium
1807,India
1808,United States of America
1809,United Kingdom of Great Britain and Northern Ireland
1810,Germany
1811,United States of America
1812,Germany
1813,Australia
1814,India
1815,United States of America
1816,France
1817,Germany
1818,United Kingdom of Great Britain and Northern Ireland
1819,Russian Federation
1820,United States of America
1821,New Zealand
1822,United States of America
1823,United States of America
1824,India
1825,United States of America
1826,United States of America
1827,Italy
1828,Brazil
1829,United States of America
1830,Brazil
1831,Germany
1832,United Kingdom of Great Britain and Northern Ireland
1833,United States of America
1834,France
1835,United States of America
1836,United States of America
1837,United States of America
1838,Germany
1839,United States of America
1840,United States of America
1841,United States of America
1842,United States of America
1843,United States of America
1844,Canada
1845,United States of America
1846,United Kingdom of Great Britain and Northern Ireland
1847,France
1848,United States of America
1849,United States of America
1850,United States of America
1851,Israel
1852,United States of America
1853,United States of America
1854,Sweden
1855,Italy
1856,United Kingdom of Great Britain and Northern Ireland
1857,Germany
1858,Netherlands
1859,Russian Federation
1860,Canada
1861,United States of America
1862,United States of America
1863,India
1864,Spain
1865,United States of America
1866,Israel
1867,United States of America
1868,United Kingdom of Great Britain and Northern Ireland
1869,United Kingdom of Great Britain and Northern Ireland
1870,Netherlands
1871,United Kingdom of Great Britain and Northern Ireland
1872,United States of America
1873,Netherlands
1874,United States of America
1875,United States of America
1876,Germany
1877,Canada
1878,Canada
1879,United States of America
1880,United Kingdom of Great Britain and Northern Ireland
1881,Chile
1882,United Kingdom of Great Britain and Northern Ireland
1883,Germany
1884,Germany
1885,Portugal
1886,United States of America
1887,Poland
1888,United States of America
1889,Switzerland
1890,Portugal
1891,United States of America
1892,United States of America
1893,Germany
1894,United Kingdom of Great Britain and Northern Ireland
1895,Belgium
1896,
1897,Serbia
1898,China
1899,United States of America
1900,Finland
1901,United States of America
1902,Serbia
1903,United Kingdom of Great Britain and Northern Ireland
1904,United States of America
1905,Germany
1906,United Kingdom of Great Britain and Northern Ireland
1907,United States of America
1908,Germany
1909,United States of America
1910,India
1911,United States of America
1912,United States of America
1913,Czech Republic
1914,United States of America
1915,United States of America
1916,Italy
1917,United Kingdom of Great Britain and Northern Ireland
1918,Netherlands
1919,Poland
1920,The former Yugoslav Republic of Macedonia
1921,United States of America
1922,Canada
1923,United States of America
1924,Portugal
1925,Germany
1926,United Kingdom of Great Britain and Northern Ireland
1927,Germany
1928,Netherlands
1929,Austria
1930,Netherlands
1931,Austria
1932,Finland
1933,Argentina
1934,Mexico
1935,Finland
1936,Denmark
1937,United States of America
1938,United States of America
1939,United States of America
1940,United States of America
1941,Sweden
1942,Ukraine
1943,United Kingdom of Great Britain and Northern Ireland
1944,Spain
1945,Spain
1946,Canada
1947,United States of America
1948,Netherlands
1949,France
1950,Poland
1951,Czech Republic
1952,Finland
1953,Germany
1954,Canada
1955,Romania
1956,United States of America
1957,Estonia
1958,United States of America
1959,Afghanistan
1960,Norway
1961,Denmark
1962,New Zealand
1963,Ecuador
1964,Germany
1965,United Kingdom of Great Britain and Northern Ireland
1966,United Kingdom of Great Britain and Northern Ireland
1967,United States of America
1968,Norway
1969,Germany
1970,Hungary
1971,Austria
1972,United States of America
1973,Germany
1974,United States of America
1975,United Kingdom of Great Britain and Northern Ireland
1976,Poland
1977,Sweden
1978,Switzerland
1979,United States of America
1980,United States of America
1981,Austria
1982,
1983,Sweden
1984,United Kingdom of Great Britain and Northern Ireland
1985,Czech Republic
1986,India
1987,Denmark
1988,Canada
1989,Finland
1990,United States of America
1991,United Kingdom of Great Britain and Northern Ireland
1992,Italy
1993,United Kingdom of Great Britain and Northern Ireland
1994,Netherlands
1995,Germany
1996,Germany
1997,United States of America
1998,Ukraine
1999,Netherlands
2000,United Kingdom of Great Britain and Northern Ireland
2001,Cyprus
2002,United States of America
2003,Russian Federation
2004,Germany
2005,United States of America
2006,Germany
2007,Germany
2008,United States of America
2009,United States of America
2010,Netherlands
2011,Australia
2012,Finland
2013,United States of America
2014,United States of America
2015,United Kingdom of Great Britain and Northern Ireland
2016,Russian Federation
2017,United States of America
2018,United States of America
2019,United States of America
2020,Italy
